序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置,river_distance_m,river_distance_category,mean_elevation,std_elevation,max_slope,terrain_risk,is_warning_zone,is_critical_zone,index_station,station_id,station_name,rain_1hr,rain_3hr,rain_24hr,nearest_station_distance_m,nearest_station_name,nearest_rain_1hr,nearest_rain_3hr,nearest_rain_24hr,dynamic_risk,river_risk,slope_risk,rain_risk,risk_score
3206,花蓮縣秀林鄉,佳民村,119號,121.5994,24.0539,佳民國小收容所,佳民村,60,"水災,震災,土石流,海嘯",總務主任黃寶賢,03-8264900,是,否,是,998.4831254014551,500-1000m,29.34205313771202,6.501046415842587,10.3040420794735,MEDIUM,False,False,134,C0Z180,新城,0.0,0.5,149.5,1586.6811393570913,新城,0.0,0.5,149.5,SAFE,0.5936250342598837,0.08612879360325669,0.0,0.23360740007193628
3258,花蓮縣秀林鄉,景美村,加灣106號,121.6067,24.0825,景美活動中心,景美村,100,"水災,震災,土石流,海嘯",呂愛美,03-8267603,是,否,是,872.3441657734611,500-1000m,47.315089143748196,46.34183156733048,53.92895872911961,HIGH,False,False,1,C0TA20,加灣,0.0,0.5,137.5,234.15969779232478,加灣,0.0,0.5,137.5,WARNING,0.6463737597076671,0.6631077386373907,0.0,0.42516313748890067
3312,花蓮縣新城鄉,順安村,順安52-2號,121.621,24.1057,北三棧社區活動中心,順安村,35,"水災,震災,土石流,海嘯",黃仲祥,8611280,是,否,是,739.9839503238238,500-1000m,12.329502772462362,2.9789915508517786,12.918183739701636,MEDIUM,False,False,123,C1Z110,三棧,0.0,0.0,171.0,1959.1824543604723,三棧,0.0,0.0,171.0,SAFE,0.7017240867244192,0.12070317937003029,0.0,0.2818143841645558
3355,花蓮縣新城鄉,順安村,草林158號,121.6365,24.1172,順安農宅示範中心,順安村,23,"水災,土石流,海嘯",黃仲祥,8611280,是,否,是,2325.885086978082,>=1000m,15.44749870788106,5.007235509573543,7.7393833410007815,LOW,False,False,123,C1Z110,三棧,0.0,0.0,171.0,3206.6112049985986,三棧,0.0,0.0,171.0,SAFE,0.03853276271624517,0.052208864192719556,0.0,0.029149126208501675
3357,花蓮縣秀林鄉,秀林村,秀林路76號,121.6244,24.118,秀林國小收容所,秀林村,100,"水災,震災,土石流,海嘯",總務主任林正雄,03-8611393,是,否,是,1093.8779151362487,>=1000m,54.640391594274604,40.620257815076855,58.75223852100248,HIGH,False,False,123,C1Z110,三棧,0.0,0.0,171.0,1989.7870875730628,三棧,0.0,0.0,171.0,WARNING,0.5537328900111143,0.7268999725177416,0.0,0.41187650325921243
3378,花蓮縣新城鄉,新城村,仁愛路2巷172號,121.6497,24.1257,禪光育幼院,新城村,105,"水災,震災,土石流,海嘯",許淑媛,03-8612555,是,否,是,1812.7769067666259,>=1000m,16.777234698315056,3.6145923866344947,16.98651789809517,LOW,False,False,135,C0Z190,富世,0.0,0.0,188.0,3150.364876479076,富世,0.0,0.0,188.0,SAFE,0.25310407837326065,0.17451057502898049,0.0,0.14093959993933536
3387,花蓮縣新城鄉,新城村,博愛路31號,121.6513,24.1266,天主教聲遠之家,新城村,53,"水災,震災,土石流,海嘯",黃佩瑩,03-8610075,是,否,是,1640.0888876148122,>=1000m,15.086209178457455,4.0179216373649975,16.98651789809517,LOW,False,False,135,C0Z190,富世,0.0,0.0,188.0,3184.7043612566667,富世,0.0,0.0,188.0,SAFE,0.32531866566036705,0.17451057502898049,0.0,0.1662147054898226
3392,花蓮縣新城鄉,新城村,博愛路66號,121.6502,24.1288,新城社區活動中心,新城村,23,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是,1509.2508074917052,>=1000m,16.8153830422079,4.176377221991437,16.98651789809517,LOW,False,False,135,C0Z190,富世,0.0,0.0,188.0,2932.384172182049,富世,0.0,0.0,188.0,SAFE,0.38003246690688675,0.17451057502898049,0.0,0.1853645359261045
3393,花蓮縣新城鄉,新城村,新興1街62號,121.6452,24.1301,興田社區活動中心,新城村,45,"水災,震災,土石流,海嘯",胡國雄,8611519,是,否,是,1540.2765511758948,>=1000m,23.470336727220186,4.295844183854561,17.960988790702757,LOW,False,False,135,C0Z190,富世,0.0,0.0,188.0,2483.1770184875386,富世,0.0,0.0,188.0,SAFE,0.3670581373243602,0.18739883317967562,0.0,0.18468999801742875
3437,花蓮縣秀林鄉,富世村,97號,121.6277,24.1473,富世活動中心,富世村,100,"水災,震災,土石流,海嘯",伊虹‧比岱,03-8611829,是,否,是,300.9254871580784,<500m,87.57700055414277,52.449727904370725,70.42853205915141,HIGH,False,False,135,C0Z190,富世,0.0,0.0,188.0,204.09821504949636,富世,0.0,0.0,188.0,WARNING,0.88532932968312,0.8813295060261958,0.0,0.5742641171969507
3482,花蓮縣秀林鄉,崇德村,72號,121.6524,24.162,崇德國小收容所,崇德,100,"水災,震災,土石流,海嘯",陳月華,03-8621201,是,否,是,1763.8145190807445,>=1000m,52.220184058499484,45.538416266522226,62.16362200527847,HIGH,False,False,33,81T1A0,崇德國小,0.0,0.0,145.5,81.35916987847337,崇德國小,0.0,0.0,145.5,WARNING,0.27357914454573684,0.7720186018476706,0.0,0.32735828114530907
3789,花蓮縣秀林鄉,和平村,三鄰108號,121.7483,24.3083,和平活動中心,和平村和仁,100,"水災,震災,土石流,海嘯",蔡金郎,03-8681113,是,否,是,872.5169528031308,500-1000m,34.33103307670613,30.480571367650082,46.29084688425774,HIGH,False,False,7,C0TA40,秀林,1.0,12.0,264.0,1842.635043206134,秀林,1.0,12.0,264.0,WARNING,0.6463015037162123,0.562086807189104,0.5,0.5698315684574055
